country,year,male_bmi,male_bp,male_expectancy,female_bmi,female_bp,female_expectancy
Croatia,1996,25.6,136.0952,70.1,24.6,132.404,77.6
Haiti,1996,23,126.5593,54.6,22,123.8064,57.6
Hungary,1996,26.1,137.0642,66.3,25.4,131.0344,75
Indonesia,1996,20.9,127.0596,63.9,21.8,126.0343,66.9
India,1996,20.6,124.8965,60.3,20.8,124.5619,61.7
Ireland,1996,26.5,135.7215,73.1,25.6,127.5532,78.7
Iran,1996,24.5,126.0958,65.7,25.1,125.7814,70.7
Iraq,1996,25.9,125.8333,63.8,27.2,126.6245,68.8
Iceland,1996,25.9,130.3419,76.3,25.1,123.0362,81
Israel,1996,25.8,128.285,76.2,26.1,126.2408,80.2
Italy,1996,25.8,133.6578,75.2,24.8,128.1839,81.5
Jamaica,1996,23,128.4667,69.9,26.1,125.2801,73
Jordan,1996,26.4,124.2934,69.6,28.9,124.646,72.7
Japan,1996,22.8,131.6841,77,21.9,126.0566,83.5
Kazakhstan,1996,25,133.3677,58.2,25.7,130.3111,69.3
Kenya,1996,21,128.2438,53.3,22.1,126.2196,57
Cambodia,1996,20.1,121.1308,54.1,20.6,116.772,58.4
Kiribati,1996,27.2,125.9639,61.6,28.6,120.0257,64.9
Kuwait,1996,27.4,129.4559,74,29.6,128.5197,77.9
Lebanon,1996,25.8,127.7739,70.9,26.2,130.3266,73.6
Liberia,1996,21.4,129.8102,41.9,22.1,129.4644,47.1
Libya,1996,25.7,131.7667,69.5,27.9,132.9197,73.4
Sri Lanka,1996,21.2,126.2702,67.9,22.2,123.3953,77.5
Lesotho,1996,20.8,128.7797,51.7,25.9,128.3001,59.2
Lithuania,1996,25.8,136.5501,64.4,25.7,132.2813,76.1
Luxembourg,1996,26.3,134.2337,73.2,25.4,127.9259,79.8
Latvia,1996,25.3,135.6601,62.9,25.1,130.8615,74.9
"Macao, China",1996,24.4,128.5522,77.1,24.5,125.802,82.6
Morocco,1996,24.6,126.016,63.7,25.1,126.9857,66.9
Moldova,1996,24.2,132.3146,60.6,26.6,130.1952,67.8
Madagascar,1996,21.1,130.5711,53.9,20.5,129.3987,57.3
Maldives,1996,21.9,125.7419,68.1,24.6,122.841,69.5
Mexico,1996,26.2,125.5625,68.7,27.1,123.8605,75.6
Marshall Islands,1996,27.5,126.4354,61.1,29,121.6896,65.4
Mali,1996,20.8,125.9022,47.7,21,126.2223,47.9
Malta,1996,26.7,132.8627,73.4,26.5,129.3442,79
Myanmar,1996,20.2,121.7448,56.1,20.9,120.0247,62
Montenegro,1996,25.7,134.8555,70.1,25.4,131.0029,77
Mongolia,1996,23.8,134.4592,57.6,24.9,128.7613,63.1
Mozambique,1996,20.9,133.0618,45.1,21.7,131.5219,48.1
Mauritania,1996,21.7,130.1678,58.5,24.6,128.5368,61.6
Mauritius,1996,23.8,132.9014,66.8,25,130.9613,74.4
Malawi,1996,21.1,130.3906,41.3,21.6,128.5789,45.7
Malaysia,1996,23.4,126.1976,70.1,24.2,124.7619,74.7
Namibia,1996,21.4,134.1894,54.5,23.7,132.144,59.2
Niger,1996,20.7,134.6774,46.2,20.9,130.3496,47.1
Nigeria,1996,21.9,129.4625,44.1,22.8,133.2469,47.2
Nicaragua,1996,24.8,126.7479,63,26,123.076,69
Netherlands,1996,24.9,132.7512,74.6,24.7,126.292,80.3
Norway,1996,25.7,136.0263,75.4,24.8,130.0451,81.1
Nepal,1996,20.6,124.1896,59.1,19.6,123.7655,60.9
Nauru,1996,31.6,133.0318,57.8,32.3,128.8727,64.6
New Zealand,1996,26.4,129.878,74.2,26,123.195,79.3
Oman,1996,24.9,129.6105,70.3,26.1,129.6466,75.1
Pakistan,1996,21.9,124.4092,59.9,22.8,125.6349,61.1
Panama,1996,24.9,128.4096,69.6,25.9,123.821,75.9
Peru,1996,23.8,125.6367,65.7,25.6,121.8169,70.8
Philippines,1996,22.2,125.0314,66.9,22.6,122.4589,70.4
Palau,1996,28.1,130.5995,59.9,29.3,125.8504,68.4
Papua New Guinea,1996,23.9,120.9898,59.3,23.9,116.3068,63.5
Poland,1996,25.6,133.8896,68,25.6,130.9428,76.6
Puerto Rico,1996,26.5,129.3107,70.2,28.3,124.6147,79.1
Portugal,1996,25.8,135.4096,71.7,25.6,131.2513,79.2
Paraguay,1996,24.5,129.9212,66.8,24.8,124.8609,71.7
French Polynesia,1996,28.6,132.291,74.7,29.6,125.6413,79.1
Qatar,1996,26.4,130.9699,73.9,27.6,130.6099,76.3
Romania,1996,24.6,133.6193,65.3,24.9,130.4752,72.9
Russia,1996,24.9,131.5741,59.1,26.4,129.5003,72.3
Rwanda,1996,21.7,131.9566,39.2,21.2,131.2203,42.2
Saudi Arabia,1996,26.6,128.3145,70,28,128.675,73.2
Sudan,1996,21.3,129.688,48.6,21.9,127.0091,56.5
Senegal,1996,21.1,130.1694,55.1,22.9,128.7615,58.3
Singapore,1996,23.6,128.6947,73.9,23.4,125.4621,79.2
Solomon Islands,1996,25.9,124.7901,64.4,26.8,121.4568,69.4
Sierra Leone,1996,21.9,132.3024,42.6,22.6,132.9162,44.8
El Salvador,1996,25,124.153,62.2,25.9,120.324,71.9
Somalia,1996,21.5,130.2737,48.9,21.8,128.9209,52
Serbia,1996,25.9,137.4072,68.5,25.6,132.4444,74.6
Sao Tome and Principe,1996,22.1,133.4632,59,23.2,132.7393,63.3
Suriname,1996,24.2,127.4027,62.7,26.1,125.0304,68.8
Slovak Republic,1996,26.1,135.9188,68.7,26,131.654,76.8
Slovenia,1996,26.4,136.876,71,26.2,132.1202,78.9
Sweden,1996,25.5,133.2204,76.5,24.8,127.4216,81.5
Seychelles,1996,24,135.8729,64.1,26.6,130.5753,75.1
Syria,1996,25.8,127.5609,68.5,27.4,127.8908,72.4
Chad,1996,20.7,129.2557,46,20.5,125.8842,48
Togo,1996,21.2,130.4492,52.9,21.4,128.9147,55.3
Thailand,1996,22.2,123.1889,67.2,23.4,120.2479,76.5
Tajikistan,1996,23.7,131.0934,56,23.7,128.7918,62.4
Turkmenistan,1996,24.4,131.9653,60,24,129.4777,67.2
Timor-Leste,1996,20.5,123.4586,47.3,20.9,120.4504,50.6
Tonga,1996,29.1,128.6293,64.9,31.5,123.5452,72.3
Trinidad and Tobago,1996,25.2,128.2877,66.2,26.9,124.1463,71.9
Tunisia,1996,23.7,128.2827,70,26.4,130.1502,74.9
Turkey,1996,25.3,125.75,66.7,27.5,127.6471,73.8
Taiwan,1996,23.7,125.9408,72.3,23,120.0186,78.1
Tanzania,1996,21.7,127.3266,49.1,22.1,126.9037,52.4
Uganda,1996,21.7,131.5014,44.3,21.4,130.9419,49.1
Ukraine,1996,24.9,135.5608,61.5,25.9,132.2631,72.9
Uruguay,1996,25.5,131.4373,69.8,25.1,125.6366,78.5
United States,1996,27.3,125.2347,73.1,27,120.7042,79.2
Uzbekistan,1996,24.7,126.5278,61.7,24.7,124.0651,67.8
Venezuela,1996,26.2,132.3008,69.5,26.6,126.7141,74.8
British Virgin Islands,1996,25.5,132.5347,73,27.3,128.3118,76.6
Vietnam,1996,19.8,123.9314,66.7,19.9,120.4431,76.3
Vanuatu,1996,25.3,132.7992,66.5,26,129.0024,71.3
Samoa,1996,28.2,130.0482,66.9,30.6,123.1819,72.8
South Africa,1996,24,131.8272,57.8,27.8,130.6152,64.7
Zambia,1996,20.1,129.4899,43.7,22.1,128.343,46.6
Zimbabwe,1996,21.6,129.9344,46.7,24.7,130.6034,51.2
Afghanistan,1997,20.8,124.354,52.2,20.6,123.7363,55.2
Angola,1997,21.2,132.4783,44.3,21.5,129.8612,48.3
Albania,1997,25.3,131.718,70.8,25,129.0459,77.3
Andorra,1997,26.6,133.5845,79.4,26,127.221,82.8
United Arab Emirates,1997,26.8,128.8974,71.6,28.4,125.3305,75.5
Argentina,1997,26.6,126.5225,69.7,26,120.4091,76.5
Armenia,1997,24,133.7143,66.3,25.9,132.9066,73.3
Antigua and Barbuda,1997,24.8,131.1746,71.1,26.4,125.3219,76.8
Australia,1997,26.5,131.5808,75.9,25.7,122.8623,81.4
Austria,1997,25.7,133.551,74,24.6,127.778,80.5
Azerbaijan,1997,24.5,131.554,58.8,26.3,129.0181,67.1
Burundi,1997,21.3,131.1443,43.5,20.5,130.6837,47.2
Belgium,1997,26,132.108,74.2,25.1,127.3112,80.5
Benin,1997,21.6,130.6912,54.3,22.6,129.067,57.6
Burkina Faso,1997,20.6,128.4328,48.2,20.7,128.158,50.5
Bangladesh,1997,20.1,124.8021,61.5,19.2,123.9165,61.3
Bulgaria,1997,25.8,134.2704,67,25.2,130.5253,73.9
Bahrain,1997,26.2,130.9315,73.2,27.2,134.3098,76.4
Bahamas,1997,25.9,131.7731,67.7,27.8,126.6163,74.4
Bosnia and Herzegovina,1997,25.2,131.0083,70.8,25.4,132.8699,76.4
Belarus,1997,25.1,135.2308,62.7,25.9,130.3793,74.9
Belize,1997,25.8,125.9959,67.2,28.1,120.6632,71.4
Bermuda,1997,27.1,132.9663,74.4,29.4,128.6497,81.5
Bolivia,1997,23.8,126.889,59,25.4,123.3661,62.5
Brazil,1997,24.4,130.9687,65.7,25,127.532,72
Barbados,1997,25.4,129.5788,70.8,28,126.7295,76.1
Brunei,1997,23.8,130.3283,71.4,23,125.3203,75.8
Bhutan,1997,22,125.4048,59.6,21.6,124.4902,62.4
Botswana,1997,20.8,132.542,51.1,25.1,132.1155,55.8
Canada,1997,26.8,128.0165,75.7,25.8,122.1805,81.2
Switzerland,1997,25.7,131.7999,76.2,24,123.8098,82
Chile,1997,25.9,131.7966,72.3,26.4,127.2849,78.9
China,1997,22.4,124.6012,68.6,22.4,122.8077,72.9
Cote d'Ivoire,1997,21.9,132.3533,49.6,22.6,130.5347,53.5
Cameroon,1997,22.7,128.4355,51.1,23.2,125.3293,54.4
"Congo, Dem. Rep.",1997,20.2,130.3292,48.2,20.7,128.4023,52.6
"Congo, Rep.",1997,21.3,133.9556,42.9,21.7,132.0561,52.1
Colombia,1997,23.9,126.3995,66.4,25.5,123.7423,74.8
Comoros,1997,21.7,131.2207,56.8,21.9,129.5036,60.2
Cape Verde,1997,22.1,134.3348,63.4,23.2,132.0664,68.9
Costa Rica,1997,25.2,127.0205,74.6,25.7,122.2974,79.7
Cuba,1997,23.8,127.9482,73,25.1,125.3517,77.7
Cyprus,1997,26.5,132.2133,73.8,25.3,126.3746,78
Germany,1997,26.5,137.2225,73.9,25.4,130.4979,80.3
Djibouti,1997,22.4,131.0838,54.3,23.3,128.9764,57.7
Dominica,1997,23.8,131.9222,69.2,27.4,129.9794,74.1
Denmark,1997,25.1,132.0016,73.6,24.5,124.0879,78.5
Algeria,1997,23.5,129.1221,67.5,25.2,130.5991,70.9
Ecuador,1997,24.8,128.5274,68.6,26.2,124.7118,74.9
Egypt,1997,25.8,124.7812,65.1,28.3,125.3015,69.2
Eritrea,1997,20.6,125.4307,54.8,20.1,122.7634,57.8
Spain,1997,26.3,130.466,75.3,25.8,125.2052,82.4
Estonia,1997,24.9,137.375,65.2,24.7,130.7004,76.2
Ethiopia,1997,19.7,125.7617,48.5,19.7,122.364,50.5
Finland,1997,25.9,135.6234,73.4,25.3,130.9147,80.5
Fiji,1997,24.8,128.4664,64.3,26.9,126.4463,68.8
France,1997,25.2,133.4393,74.5,24.6,125.2837,82.3
"Micronesia, Fed. Sts.",1997,26.8,130.5553,66.3,29.3,123.6028,72.5
Gabon,1997,23.3,135.862,59.6,24.1,134.0209,61.7
United Kingdom,1997,26.4,135.9078,74.6,25.9,130.367,79.6
Georgia,1997,24.6,135.4948,64.6,25.5,131.6083,73.3
Ghana,1997,21.8,128.8348,56,22.7,128.8955,58.4
Guinea,1997,21.7,129.9043,50.6,21.5,130.6568,52
Gambia,1997,20.7,131.5428,54,22.7,128.9687,58.3
Guinea-Bissau,1997,21.4,129.442,46,22.1,129.2486,50
Equatorial Guinea,1997,21.6,133.3307,50.5,21.9,131.0912,53.7
Greece,1997,25.5,129.0922,75.6,24.6,125.8312,81.2
Grenada,1997,24.3,128.8819,69.9,26,124.9736,75.2
Greenland,1997,25.3,133.1013,64,26.4,128.7726,68.3
Guatemala,1997,24.4,124.1117,62.1,25.2,120.5256,69.2
Guyana,1997,23.1,126.1919,60.1,25.2,123.1646,67
"Hong Kong, China",1997,23.9,126.9591,77,23.2,122.4169,82.8
Honduras,1997,24.3,125.7333,65.8,25.3,122.239,69.9
Croatia,1997,25.7,135.9215,70,24.6,132.2098,77.6
Haiti,1997,23.1,126.5652,55,22.1,123.844,58
Hungary,1997,26.1,136.8212,66.6,25.4,130.7873,75.5
Indonesia,1997,20.9,127.2509,64.1,21.9,126.1718,67.3
India,1997,20.7,124.9384,60.7,20.8,124.5853,62.1
Ireland,1997,26.6,135.7635,73.4,25.7,127.3167,78.7
Iran,1997,24.6,126.0768,66,25.3,125.7524,71
Iraq,1997,25.9,125.7072,63.3,27.3,126.4389,68.3
Iceland,1997,26,130.1866,76.5,25.1,122.6361,81.6
Israel,1997,25.9,128.1239,76.1,26.2,125.8681,80.3
Italy,1997,25.8,133.318,75.5,24.8,127.6784,81.8
Jamaica,1997,23.1,128.4635,69.6,26.2,125.1766,72.8
Jordan,1997,26.4,124.26,69.8,28.9,124.4016,72.9
Japan,1997,22.9,131.5017,77.2,21.9,125.692,83.7
Kazakhstan,1997,25,133.0441,58.3,25.7,129.9854,69.4
Kenya,1997,21,128.3428,53.1,22.2,126.4576,56.5
Cambodia,1997,20.1,121.3952,54.7,20.6,116.9905,58.6
Kiribati,1997,27.4,126.1878,61.9,28.8,120.207,65.2
Kuwait,1997,27.6,129.3044,74.2,29.7,128.1177,78.4
Lebanon,1997,26,127.703,71.1,26.4,130.2064,74.3
Liberia,1997,21.5,129.8386,46,22.2,129.5674,49.8
Libya,1997,25.7,131.7041,69.3,28,132.7664,73.2
Sri Lanka,1997,21.2,126.4565,67.7,22.3,123.5737,77.5
Lesotho,1997,20.9,128.8406,50.3,26,128.4684,57.2
Lithuania,1997,25.8,136.2507,65.4,25.6,132.1003,76.4
Luxembourg,1997,26.4,133.9065,73.9,25.4,127.5098,79.7
Latvia,1997,25.3,135.5178,63.6,25,130.6833,74.9
"Macao, China",1997,24.5,128.328,77.4,24.5,125.3796,82.8
Morocco,1997,24.6,125.9767,64.1,25.2,126.9147,67.3
Moldova,1997,24.1,132.1313,61.6,26.5,129.9497,68.6
Madagascar,1997,21.1,130.697,54.8,20.6,129.5763,57.7
Maldives,1997,22,125.8871,68.6,24.7,122.941,70
Mexico,1997,26.3,125.4397,69.2,27.3,123.6558,75.8
Marshall Islands,1997,27.6,126.4145,61.3,29.2,121.5985,65.5
Mali,1997,20.9,125.9692,48.3,21.1,126.3889,48.7
Malta,1997,26.8,132.7771,74.9,26.6,128.9002,79.7
Myanmar,1997,20.3,122.0435,56.3,21,120.336,62.4
Montenegro,1997,25.7,134.6969,69.8,25.4,130.7818,77.4
Mongolia,1997,23.8,134.4359,58.1,25,128.7059,63.7
Mozambique,1997,20.9,133.2034,45.8,21.8,131.768,49
Mauritania,1997,21.8,130.1713,58.8,24.7,128.6767,62.1
Mauritius,1997,23.9,132.8685,67.1,25.1,130.9064,74.5
Malawi,1997,21.2,130.6386,41.1,21.7,128.9123,45.3
Malaysia,1997,23.5,126.3277,70.1,24.3,124.7667,74.6
Namibia,1997,21.4,134.1135,53.1,23.8,132.0845,57.9
Niger,1997,20.7,134.7396,47,21,130.518,47.9
Nigeria,1997,22,129.5262,44.4,22.9,133.409,47.3
Nicaragua,1997,24.9,126.6787,63.5,26.1,122.9752,69.5
Netherlands,1997,25,132.562,75.2,24.8,125.881,80.5
Norway,1997,25.8,135.8563,75.5,24.9,129.6707,81
Nepal,1997,20.6,124.2808,59.7,19.7,123.9565,61.9
Nauru,1997,31.8,132.9561,56.9,32.5,128.6165,63.8
New Zealand,1997,26.5,129.6427,74.6,26.1,122.8474,80
Oman,1997,25,129.523,70.5,26.2,129.4198,75.4
Pakistan,1997,21.9,124.5397,59.9,22.8,125.7268,61.5
Panama,1997,25,128.3443,70,26.1,123.6774,76.2
Peru,1997,23.8,125.5197,66.1,25.7,121.6482,71.2
Philippines,1997,22.3,125.1307,67.1,22.6,122.4802,70.7
Palau,1997,28.3,130.6509,60.5,29.5,125.7718,68.6
Papua New Guinea,1997,24,121.2029,59.6,24,116.648,63.7
Poland,1997,25.7,133.7215,68.3,25.6,130.7365,77
Puerto Rico,1997,26.6,129.2206,70.7,28.4,124.3427,79.3
Portugal,1997,25.8,135.3767,72.3,25.7,130.9138,79.5
Paraguay,1997,24.6,129.7727,67,24.9,124.626,71.9
French Polynesia,1997,28.8,132.1578,75.5,29.8,125.4589,80.2
Qatar,1997,26.6,130.8359,74,27.8,130.2419,76.3
Romania,1997,24.6,133.3968,65.6,24.9,130.2242,73.5
Russia,1997,24.9,131.3244,60.4,26.4,129.1733,72.5
Rwanda,1997,21.7,132.0841,38.8,21.2,131.4002,42.5
Saudi Arabia,1997,26.7,128.1206,70.2,28.1,128.362,73.4
Sudan,1997,21.4,129.8193,49.1,22,127.1724,57.1
Senegal,1997,21.1,130.201,55,23,128.8319,58.2
Singapore,1997,23.7,128.5998,74.6,23.4,125.1254,79.9
Solomon Islands,1997,26.1,124.9003,64.6,27.1,121.6817,69.5
Sierra Leone,1997,21.9,132.2486,42.6,22.6,132.993,44.9
El Salvador,1997,25.1,124.1175,63.1,26,120.1875,72.6
Somalia,1997,21.5,130.3163,48.8,21.8,129.0464,51.6
Serbia,1997,25.9,137.1606,68.6,25.5,132.1555,74.7
Sao Tome and Principe,1997,22.2,133.5933,59.1,23.3,132.9801,63.3
Suriname,1997,24.3,127.4303,62.8,26.3,124.9214,68.7
Slovak Republic,1997,26.2,135.7852,68.7,26.1,131.38,76.7
Slovenia,1997,26.4,136.7514,71.2,26.2,131.8393,78.9
Sweden,1997,25.6,133.1408,76.7,24.8,127.0186,81.8
Seychelles,1997,24.2,135.816,64.1,26.7,130.4403,75.2
Syria,1997,25.9,127.5757,68.4,27.6,127.8261,72.3
Chad,1997,20.7,129.31,46.2,20.6,126.0218,48.2
Togo,1997,21.3,130.4861,52.9,21.6,129.0765,55.5
Thailand,1997,22.3,123.3623,68.2,23.5,120.3428,77.1
Tajikistan,1997,23.6,130.7971,57.4,23.6,128.6528,63.4
Turkmenistan,1997,24.4,131.6708,60,24,129.2813,67.3
Timor-Leste,1997,20.5,123.7763,47.9,21,120.7541,51.4
Tonga,1997,29.3,128.8039,65.1,31.7,123.7356,72.4
Trinidad and Tobago,1997,25.3,128.3081,66.5,27,124.1316,70.9
Tunisia,1997,23.8,128.2223,70.4,26.6,130.0782,75.5
Turkey,1997,25.4,125.7365,67.1,27.6,127.4569,74.2
Taiwan,1997,23.8,125.7442,72.6,23,119.7505,78.6
Tanzania,1997,21.7,127.5231,49.3,22.1,127.117,51.9
Uganda,1997,21.8,131.6882,44.7,21.6,131.1791,49.3
Ukraine,1997,24.8,135.3376,62.1,25.8,131.9419,73.2
Uruguay,1997,25.6,131.4372,69.9,25.3,125.4676,78.8
United States,1997,27.4,124.9181,73.5,27.2,120.5143,79.4
Uzbekistan,1997,24.7,126.4416,61.7,24.7,123.9115,67.9
Venezuela,1997,26.3,132.1914,70,26.7,126.4018,75.5
British Virgin Islands,1997,25.7,132.7532,72.7,27.5,128.3864,76.5
Vietnam,1997,19.9,124.1574,67.2,20,120.6607,76.4
Vanuatu,1997,25.5,132.9423,66.6,26.2,129.2715,71.4
Samoa,1997,28.4,130.1678,67.1,30.8,123.4397,73.1
South Africa,1997,24.1,131.6066,57.3,27.9,130.3679,63.8
Zambia,1997,20.1,129.58,43.5,22.1,128.457,46.2
Zimbabwe,1997,21.6,129.9398,45.7,24.7,130.6165,50.4
Afghanistan,1998,20.8,124.4236,51.1,20.6,123.8316,54.8
Angola,1998,21.3,132.4305,42.6,21.6,129.8606,47.6
Albania,1998,25.4,131.7238,72.2,25,128.9779,78
Andorra,1998,26.7,133.3496,76.6,26,126.6733,83.3
United Arab Emirates,1998,26.9,128.5912,71.7,28.6,124.8362,75.7
Argentina,1998,26.7,126.5712,70.1,26.2,120.2726,76.8
Armenia,1998,24.1,133.6024,66.8,26,132.8011,74
Antigua and Barbuda,1998,24.9,131.1839,71.1,26.4,125.2324,77
Australia,1998,26.6,131.307,76.2,25.8,122.4024,81.9
Austria,1998,25.8,133.2813,74.4,24.7,127.3255,80.8
Azerbaijan,1998,24.5,131.395,59.5,26.3,128.7899,67.6
Burundi,1998,21.3,131.2738,44.6,20.5,130.8638,48.5
Belgium,1998,26.1,131.8228,74.3,25.1,126.8588,80.6
Benin,1998,21.6,130.747,54.4,22.7,129.1507,58
Burkina Faso,1998,20.6,128.5798,48.7,20.8,128.3481,51.2
Bangladesh,1998,20.1,124.919,63.9,19.3,124.0667,63.9
Bulgaria,1998,25.8,134.0941,67.3,25.2,130.1908,74.7
Bahrain,1998,26.3,130.8038,73.2,27.4,133.9499,76.6
Bahamas,1998,26,131.663,68.2,27.9,126.3117,74.7
Bosnia and Herzegovina,1998,25.3,131.0952,71.2,25.6,132.9802,76.4
Belarus,1998,25.2,135.1445,62.7,26,130.1235,74.9
Belize,1998,25.9,125.9474,66.5,28.2,120.5577,70.9
Bermuda,1998,27.2,132.7975,76.7,29.5,128.2381,82.9
Bolivia,1998,23.8,126.8888,59.5,25.6,123.2572,63.2
Brazil,1998,24.5,130.7886,66.1,25.1,127.0988,72.4
Barbados,1998,25.4,129.4929,71,28.1,126.6704,76.3
Brunei,1998,23.8,130.1335,71.6,23,124.932,76.1
Bhutan,1998,22.1,125.5782,60.3,21.7,124.638,63.1
Botswana,1998,20.9,132.4829,50.3,25.1,132.1022,54.7
Canada,1998,26.8,127.6234,75.9,25.9,121.8822,81.4
Switzerland,1998,25.7,131.5607,76.3,24,123.3503,82.5
Chile,1998,26,131.8547,72.6,26.6,127.1097,78.7
China,1998,22.4,124.7606,68.9,22.5,122.8502,73.6
Cote d'Ivoire,1998,21.9,132.4152,49.4,22.7,130.5781,53
Cameroon,1998,22.8,128.4985,51,23.4,125.423,54.2
"Congo, Dem. Rep.",1998,20.1,130.3008,46.5,20.7,128.2762,53.1
"Congo, Rep.",1998,21.3,133.8188,49,21.8,131.9672,52.8
Colombia,1998,24,126.3422,66.7,25.6,123.5757,75.1
Comoros,1998,21.7,131.3135,56.9,21.9,129.6062,60.1
Cape Verde,1998,22.2,134.5176,64.1,23.4,132.1539,69.4
Costa Rica,1998,25.3,126.9465,74.7,25.8,122.0964,79.3
Cuba,1998,23.9,127.8996,73.3,25.2,125.3096,78
Cyprus,1998,26.6,132.1085,74,25.4,126.0223,78.4
Germany,1998,26.6,137.0018,74.3,25.5,130.0262,80.5
Djibouti,1998,22.5,131.0187,54.7,23.4,128.8751,57.7
Dominica,1998,23.9,132.0494,69.2,27.5,129.991,73.8
Denmark,1998,25.2,131.8008,73.9,24.5,123.6697,78.9
Algeria,1998,23.6,129.0953,67.7,25.3,130.5447,71.3
Ecuador,1998,24.9,128.4231,69,26.3,124.4653,75.2
Egypt,1998,25.9,124.8647,65.5,28.5,125.333,69.4
Eritrea,1998,20.6,125.6899,42.5,20.2,123.0054,57.5
Spain,1998,26.4,130.4032,75.4,25.9,124.8067,82.4
Estonia,1998,25,137.2467,64.6,24.7,130.4832,75.8
Ethiopia,1998,19.8,125.9346,48.9,19.8,122.6542,50.9
Finland,1998,26,135.3588,73.5,25.3,130.3987,80.8
Fiji,1998,24.9,128.5961,64.5,27.1,126.6147,69.1
France,1998,25.3,133.2492,74.7,24.6,124.7804,82.4
"Micronesia, Fed. Sts.",1998,26.9,130.7088,66.5,29.5,123.7554,72.7
Gabon,1998,23.4,135.6317,59.9,24.3,133.6889,61.7
United Kingdom,1998,26.4,135.5478,74.7,26.1,129.8952,79.7
Georgia,1998,24.6,135.1989,64.9,25.5,131.4408,73.1
Ghana,1998,21.9,128.9078,56.4,22.9,128.9776,58.8
Guinea,1998,21.8,130.0529,51.6,21.6,130.7629,52.5
Gambia,1998,20.8,131.6592,54.4,22.9,129.0923,58.8
Guinea-Bissau,1998,21.4,129.5444,44.2,22.1,129.268,51.4
Equatorial Guinea,1998,21.8,133.6087,50.9,22.1,131.2755,53.9
Greece,1998,25.5,129.0241,75.6,24.6,125.4566,81
Grenada,1998,24.3,129.015,70.1,26.1,124.9872,75.5
Greenland,1998,25.4,132.9285,63.4,26.4,128.3185,68.9
Guatemala,1998,24.5,124.1849,62.7,25.4,120.449,69.7
Guyana,1998,23.2,126.3325,60.7,25.3,123.2942,67.6
"Hong Kong, China",1998,24,126.7944,77.4,23.2,122.013,83.1
Honduras,1998,24.4,125.7805,61.8,25.4,122.1921,63.6
Croatia,1998,25.7,135.7684,70.1,24.6,132.0565,77.6
Haiti,1998,23.1,126.6232,55.6,22.2,123.9049,58.7
Hungary,1998,26.2,136.6412,66.4,25.4,130.5672,75.5
Indonesia,1998,21,127.3788,64.5,22,126.2574,67.5
India,1998,20.7,124.9811,61,20.9,124.5682,62.6
Ireland,1998,26.8,135.8065,73.4,25.8,127.0496,79.1
Iran,1998,24.7,126.1177,66.5,25.4,125.7044,71.2
Iraq,1998,26,125.7784,63,27.4,126.3541,67.9
Iceland,1998,26.1,130.0823,77.4,25.2,122.2344,81.5
Israel,1998,26.1,127.9516,76.2,26.3,125.4223,80.5
Italy,1998,25.9,132.9717,75.6,24.8,127.1863,81.8
Jamaica,1998,23.2,128.4813,69.3,26.3,125.0722,72.7
Jordan,1998,26.5,124.2819,69.9,29,124.1392,73.2
Japan,1998,22.9,131.33690000000001,77.2,21.9,125.3248,83.9
Kazakhstan,1998,25,132.9807,58.3,25.7,129.7259,69.6
Kenya,1998,21.1,128.4757,52.9,22.3,126.7474,56.1
Cambodia,1998,20.2,121.6177,55,20.7,117.1758,58.9
Kiribati,1998,27.6,126.4405,62.1,29.1,120.3871,65.5
Kuwait,1998,27.7,129.0757,74.5,29.9,127.691,78.6
Lebanon,1998,26.1,127.6795,71.3,26.5,130.0511,74.4
Liberia,1998,21.5,129.918,47,22.3,129.6651,50.8
Libya,1998,25.8,131.7392,69.2,28.1,132.63,73.3
Sri Lanka,1998,21.3,126.6528,67.6,22.4,123.7569,77.4
Lesotho,1998,20.9,128.9233,48.7,26.1,128.6441,55.1
Lithuania,1998,25.9,136.0126,65.7,25.6,131.97,76.6
Luxembourg,1998,26.5,133.6106,73.8,25.5,127.0138,80.1
Latvia,1998,25.4,135.4591,63.5,25,130.5343,74.7
"Macao, China",1998,24.6,128.1126,77.4,24.6,124.951,83.2
Morocco,1998,24.7,125.9736,64.4,25.3,126.8654,67.7
Moldova,1998,24,131.9537,62,26.4,129.7116,68.9
Madagascar,1998,21.1,130.844,55.6,20.6,129.777,58.3
Maldives,1998,22.1,126.0759,69,24.9,123.0397,70.3
Mexico,1998,26.4,125.3534,69.7,27.4,123.4335,76.1
Marshall Islands,1998,27.8,126.4554,61.4,29.4,121.5318,65.7
Mali,1998,20.9,126.0501,49,21.3,126.5688,49.3
Malta,1998,26.9,132.6734,75,26.7,128.4378,80.3
Myanmar,1998,20.3,122.3588,56.7,21.1,120.6511,63.1
Montenegro,1998,25.8,134.6241,69.4,25.4,130.5815,77.5
Mongolia,1998,23.9,134.4881,59.1,25,128.6589,64.5
Mozambique,1998,21,133.4238,46.4,21.9,132.0363,49.6
Mauritania,1998,21.8,130.2049,58.9,24.9,128.7798,62.3
Mauritius,1998,24,132.8575,67.3,25.2,130.8567,74.5
Malawi,1998,21.2,130.9273,40.9,21.8,129.2628,44.9
Malaysia,1998,23.6,126.3882,69.9,24.4,124.7345,74.5
Namibia,1998,21.5,134.0842,51.9,23.9,132.0648,56.2
Niger,1998,20.8,134.9036,47.6,21.1,130.8402,48.7
